date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-11-19,179.0343,179.2985,177.5979,178.5436,2260143,2260143,-0.424673,-0.237,178.5867,"Nov 19, 14",0.18117592577278666
2014-11-20,177.2506,179.1758,176.9963,179.072,2849995,2849995,0.528488,0.296,178.4248,"Nov 20, 14",0.18467161735276122
2014-11-21,180.7424,180.8698,178.7134,178.921,2367908,2367908,-0.150998,-0.084,179.511,"Nov 21, 14",0.18367265931230667
2014-11-24,179.4401,180.1479,178.9965,179.374,2028819,2028819,0.452987,0.253,179.4027,"Nov 24, 14",0.18666953343367015
2014-11-25,179.7798,179.7798,177.6093,178.2321,3677892,3677892,-1.1419,-0.637,178.4939,"Nov 25, 14",0.17911516133833918
2014-11-26,179.2325,179.2325,177.1657,177.9113,2024075,2024075,-0.320864,-0.18,177.7549,"Nov 26, 14",0.17699287167358557
2014-11-28,178.3657,179.3977,178.0959,178.3752,1195167,1195167,0.463956,0.261,178.6118,"Nov 28, 14",0.1800618560111143
2014-12-01,177.9871,178.574,175.7054,178.1764,2468967,2468967,-0.198815,-0.111,177.2841,"Dec 1, 14",0.17874667151811854
2014-12-02,179.2273,180.7705,178.7539,180.0604,3116089,3116089,1.884,1.057,180.0489,"Dec 2, 14",0.19121049236723278
2014-12-03,179.6438,181.6036,179.2462,180.7799,3049585,3049585,0.719523,0.4,180.9127,"Dec 3, 14",0.19597042819575608
2014-12-04,180.619,182.0959,179.8427,181.7267,3162010,3162010,0.946738,0.524,181.1787,"Dec 4, 14",0.20223409357789057
2014-12-05,182.4557,186.4414,182.2852,185.0403,3625473,3625473,3.3136,1.823,185.0003,"Dec 5, 14",0.22415559929212908
2014-12-08,185.0403,187.5113,184.1503,186.1479,2714961,2714961,1.1077,0.599,186.1511,"Dec 8, 14",0.23148305575310515
2014-12-09,183.374,186.716,182.6261,186.4036,4568408,4568408,0.255619,0.137,184.7319,"Dec 9, 14",0.23317466880571597
2014-12-10,185.0687,185.5515,181.3953,181.774,6506655,6506655,-4.6296,-2.484,182.8917,"Dec 10, 14",0.2025470122223509
2014-12-11,182.7208,184.5574,182.2474,183.232,3179459,3179459,1.458,0.802,183.7369,"Dec 11, 14",0.2121925805864744
2014-12-12,181.4995,182.3752,178.0533,178.7634,3838914,3838914,-4.4686,-2.439,179.3276,"Dec 12, 14",0.18263003820518328
2014-12-15,180.1077,180.6474,175.535,175.6581,4729064,4729064,-3.1053,-1.737,176.8383,"Dec 15, 14",0.16208656533747906
2014-12-16,174.1622,176.974,172.6853,173.5468,4181927,4181927,-2.1112,-1.202,174.7002,"Dec 16, 14",0.14811901493475343
2014-12-17,174.3042,176.5669,173.8498,175.1752,5074804,5074804,1.6284,0.938,175.5514,"Dec 17, 14",0.15889188429287326
2014-12-18,177.9871,181.4521,177.8072,181.4048,4209608,4209608,6.2295,3.556,180.0438,"Dec 18, 14",0.20010452673535878
2014-12-19,182.0202,184.6142,181.8024,182.9858,4798226,4798226,1.5811,0.872,182.9792,"Dec 19, 14",0.2105638158874023
2014-12-22,183.5917,184.1409,182.4954,184.0841,3056427,3056427,1.0982,0.6,183.7314,"Dec 22, 14",0.21782974711807226
2014-12-23,184.9361,185.6556,184.3586,185.0876,2346066,2346066,1.0035,0.545,185.1095,"Dec 23, 14",0.2244685179365894
2014-12-24,186.1385,186.271,184.6237,185.4568,697700,697700,0.369228,0.199,185.5812,"Dec 24, 14",0.22691100342358128
2014-12-26,185.6462,186.0249,184.9929,185.0403,1016252,1016252,-0.416565,-0.225,185.4674,"Dec 26, 14",0.22415559929212908
2014-12-29,185.1539,186.4698,184.4438,185.7408,1229873,1229873,0.700585,0.379,185.8499,"Dec 29, 14",0.2287898384135753
2014-12-30,185.0876,186.0343,184.2138,185.2864,1136152,1136152,-0.454433,-0.245,185.3397,"Dec 30, 14",0.22578370242958495
2014-12-31,186.1763,186.3468,183.4497,183.5065,1566780,1566780,-1.7799,-0.961,184.703,"Dec 31, 14",0.21400856722292966
2015-01-02,184.8982,185.3053,182.4368,184.0557,1877748,1877748,0.549111,0.299,183.7039,"Jan 2, 15",0.21764186361907284
2015-01-05,182.7776,183.7054,177.4947,178.3089,3417017,3417017,-5.7467,-3.122,179.2404,"Jan 5, 15",0.1796232406595769
2015-01-06,178.2711,178.611,174.1338,174.7019,3430666,3430666,-3.6071,-2.023,175.5128,"Jan 6, 15",0.15576071316342224
2015-01-07,176.8983,177.9776,175.8758,177.3054,1896784,1896784,2.6035,1.49,177.0444,"Jan 7, 15",0.17298446984105978
2015-01-08,179.2651,180.6569,179.1705,180.1361,1962464,1962464,2.8307,1.597,179.9651,"Jan 8, 15",0.1917112945106925
2015-01-09,180.335,181.1208,177.0024,177.3717,1980679,1980679,-2.7645,-1.535,177.9445,"Jan 9, 15",0.17342308519259717
2015-01-12,177.3811,177.5421,174.3042,175.2131,2084188,2084188,-2.1586,-1.217,175.36,"Jan 12, 15",0.15914261614541123
2015-01-13,176.6427,179.2888,173.6036,175.0806,2745342,2745342,-0.132546,-0.076,176.1048,"Jan 13, 15",0.15826604700395286
2015-01-14,171.5303,172.7894,168.6143,170.6309,5204732,5204732,-4.4497,-2.542,170.6843,"Jan 14, 15",0.12882853976812264
2015-01-15,170.5835,171.9279,168.0463,168.9836,3145989,3145989,-1.6473,-0.965,169.5753,"Jan 15, 15",0.11793063526454194
2015-01-16,167.3173,170.5078,164.7895,167.7907,5124104,5124104,-1.1929,-0.706,167.0748,"Jan 16, 15",0.11003886674495138
2015-01-20,168.1126,168.8321,164.9504,166.2759,3615587,3615587,-1.5148,-0.903,166.2586,"Jan 20, 15",0.10001753138282922
2015-01-21,165.2534,168.8889,163.6155,167.7149,3737031,3737031,1.439,0.865,167.0879,"Jan 21, 15",0.10953740303987564
2015-01-22,169.2865,172.8652,167.8096,172.3445,6228247,6228247,4.6296,2.76,171.2215,"Jan 22, 15",0.14016505962324075
2015-01-23,171.767,173.2344,170.8108,170.877,3123779,3123779,-1.4674,-0.851,171.9612,"Jan 23, 15",0.13045664290557868
2015-01-26,169.2013,171.3504,168.5765,170.8108,2736529,2736529,-0.066273,-0.039,170.424,"Jan 26, 15",0.13001868911565753
2015-01-27,167.8001,169.1256,166.9102,167.0901,3335640,3335640,-3.7207,-2.178,167.7676,"Jan 27, 15",0.10540396606188915
2015-01-28,168.264,168.4913,163.7576,163.8333,3017283,3017283,-3.2568,-1.949,166.27,"Jan 28, 15",0.08385822734564947
2015-01-29,163.9564,166.9102,163.8522,166.6167,2421445,2421445,2.7834,1.699,165.541,"Jan 29, 15",0.10227213337082189
2015-01-30,164.8558,166.3327,163.1422,163.2274,3037367,3037367,-3.3893,-2.034,164.3166,"Jan 30, 15",0.07984982551312367
2015-02-02,163.7765,166.2475,163.0854,166.1433,2975305,2975305,2.916,1.786,164.5326,"Feb 2, 15",0.09914030067975464
2015-02-03,166.6356,170.8676,166.541,170.6404,3766909,3766909,4.497,2.707,169.5196,"Feb 3, 15",0.12889138812166118
2015-02-04,169.2013,171.0853,169.0214,169.2581,2980541,2980541,-1.3822,-0.81,170.0739,"Feb 4, 15",0.1197466219009974
2015-02-05,169.883,171.9279,169.6841,171.1421,2434365,2434365,1.884,1.113,171.0904,"Feb 5, 15",0.13221044275011165
2015-02-06,172.354,174.7871,171.4924,173.6604,3250893,3250893,2.5183,1.471,173.6906,"Feb 6, 15",0.1488705489307511
2015-02-09,172.0131,173.206,171.5019,172.5149,2421853,2421853,-1.1456,-0.66,172.4543,"Feb 9, 15",0.14129236061723707
2015-02-10,173.5847,174.9575,172.638,174.7303,2556334,2556334,2.2154,1.284,174.1676,"Feb 10, 15",0.15594859666242164
2015-02-11,174.2664,178.1669,173.9634,177.6557,4079642,4079642,2.9254,1.674,176.5658,"Feb 11, 15",0.175301920182591
2015-02-12,178.2237,179.8805,177.419,179.6722,3086685,3086685,2.0166,1.135,179.4284,"Feb 12, 15",0.1886423101731638
2015-02-13,179.7575,181.1397,178.3089,178.9338,2720401,2720401,-0.738457,-0.411,179.55,"Feb 13, 15",0.1837573391991796
2015-02-17,178.7255,180.477,178.2805,179.8995,2123317,2123317,0.965674,0.54,179.4693,"Feb 17, 15",0.190146039726775
2015-02-18,179.445,179.9137,177.8166,178.6214,1850721,1850721,-1.2781,-0.71,178.9796,"Feb 18, 15",0.18169062071018638
2015-02-19,177.6841,179.7385,177.2959,179.0379,1470372,1470372,0.416563,0.233,178.8261,"Feb 19, 15",0.18444602484163874
2015-02-20,178.3184,181.4332,177.0876,181.3101,2317113,2317113,2.2722,1.269,179.746,"Feb 20, 15",0.19947802788482216
2015-02-23,180.5811,180.5811,179.1894,180.174,1691133,1691133,-1.1361,-0.627,179.8705,"Feb 23, 15",0.19196202636323045
2015-02-24,179.9089,182.9858,179.5776,181.9823,2627289,2627289,1.8083,1.004,181.8653,"Feb 24, 15",0.20392504506888517
2015-02-25,181.348,182.2,180.316,181.5089,2775703,2775703,-0.47337,-0.26,181.323,"Feb 25, 15",0.20079321237781791
2015-02-26,180.9297,182.7911,180.4453,182.5347,2449264,2449264,1.0258,0.565,181.8551,"Feb 26, 15",0.20757951143674636
2015-02-27,181.5755,182.8196,180.2459,180.2459,2572381,2572381,-2.2888,-1.254,181.271,"Feb 27, 15",0.19243768916527468
2015-03-02,180.4453,182.2688,180.2364,182.1453,1659394,1659394,1.8994,1.054,181.6145,"Mar 2, 15",0.20500339050328295
2015-03-03,181.1101,183.171,180.9867,181.6515,1487767,1487767,-0.493854,-0.271,181.6989,"Mar 3, 15",0.20173659924251194
2015-03-04,180.7777,181.2241,179.4766,180.1319,1648467,1648467,-1.5195,-0.837,180.2937,"Mar 4, 15",0.19168350892281233
2015-03-05,180.5688,181.1291,179.5621,180.5213,1330072,1330072,0.389382,0.216,180.3734,"Mar 5, 15",0.19425962985627573
2015-03-06,178.147,181.7749,177.1973,177.5107,4103633,4103633,-3.0106,-1.668,178.8491,"Mar 6, 15",0.17434265583910832
2015-03-09,177.8811,179.2962,177.1878,178.4794,2233659,2233659,0.968708,0.546,178.3316,"Mar 9, 15",0.18075120321518945
2015-03-10,176.2571,176.7794,173.5219,173.5219,2768460,2768460,-4.9575,-2.778,174.6777,"Mar 10, 15",0.14795428609232086
2015-03-11,174.0823,176.4945,173.8068,174.918,2098595,2098595,1.3961,0.805,175.2824,"Mar 11, 15",0.15719034781601976
2015-03-12,176.5895,180.4453,176.5895,180.3978,3114792,3114792,5.4798,3.133,179.1526,"Mar 12, 15",0.19344260126027482
2015-03-13,179.3721,180.1984,176.7984,179.8185,3095099,3095099,-0.57932,-0.321,178.5627,"Mar 13, 15",0.1896101748176571
2015-03-16,180.4833,182.8101,180.3504,182.2498,2127669,2127669,2.4313,1.352,182.0729,"Mar 16, 15",0.20569472239220676
2015-03-17,181.3665,181.623,179.3057,180.9867,1883231,1883231,-1.2631,-0.693,180.6272,"Mar 17, 15",0.1973385376180475
2015-03-18,180.1319,183.3324,179.6856,182.6487,2790127,2790127,1.662,0.918,181.7953,"Mar 18, 15",0.20833369167920873
2015-03-19,182.1168,182.1168,179.5811,180.4168,2097075,2097075,-2.2318,-1.222,180.6056,"Mar 19, 15",0.19356829796735192
2015-03-20,180.8917,184.1663,180.3504,183.4179,3473782,3473782,3.0011,1.663,182.5489,"Mar 20, 15",0.21342242363098096
2015-03-23,183.5509,184.4816,182.3068,182.3068,1590524,1590524,-1.1112,-0.606,183.3151,"Mar 23, 15",0.20607181251343804
2015-03-24,182.2878,182.8291,181.547,181.661,1799127,1799127,-0.645802,-0.354,182.0232,"Mar 24, 15",0.2017994475960505
2015-03-25,181.471,181.6135,177.9286,177.9286,2542039,2542039,-3.7324,-2.055,178.8837,"Mar 25, 15",0.17710732183318717
2015-03-26,177.1403,178.5174,175.7158,177.8241,2377241,2377241,-0.104469,-0.059,177.4497,"Mar 26, 15",0.17641598994426336
2015-03-27,177.7766,179.0018,176.9029,178.6029,1539551,1539551,0.778762,0.438,178.1756,"Mar 27, 15",0.18156823181119036
2015-03-30,179.7235,182.3447,179.6761,181.414,2403833,2403833,2.8112,1.574,181.6423,"Mar 30, 15",0.20016539040404868
2015-03-31,180.7682,180.9677,178.5174,178.5174,2146581,2146581,-2.8966,-1.597,179.4271,"Mar 31, 15",0.18100259662934365
2015-04-01,178.4889,182.6582,177.5582,182.5632,4031448,4031448,4.0458,2.266,180.8651,"Apr 1, 15",0.207768056497362
2015-04-02,182.0883,183.038,181.2526,181.9174,2296301,2296301,-0.645804,-0.354,182.0528,"Apr 2, 15",0.20349569157997444
2015-04-06,180.6163,182.9526,179.4481,182.3922,1997035,1997035,0.474858,0.261,181.8506,"Apr 6, 15",0.20663678613366854
2015-04-07,182.8386,183.9023,182.5727,182.7151,1778008,1778008,0.322899,0.177,183.2605,"Apr 7, 15",0.20877296859236233
2015-04-08,183.3324,184.1017,182.5347,182.8766,1997262,1997262,0.161452,0.088,183.3407,"Apr 8, 15",0.20984139060251722
2015-04-09,183.1615,185.2794,182.7341,185.0894,1986490,1986490,2.2128,1.21,184.3104,"Apr 9, 15",0.22448042604568091
2015-04-10,184.8615,186.0106,184.3296,185.8017,1764768,1764768,0.712282,0.385,185.3872,"Apr 10, 15",0.2291927294378381
2015-04-13,185.4978,187.4542,184.9755,185.7447,2196136,2196136,-0.05698,-0.031,186.2345,"Apr 13, 15",0.2288156393166068
2015-04-14,187.0743,188.5084,185.8682,187.7771,3267415,3267415,2.0324,1.094,187.3556,"Apr 14, 15",0.24226121760415456
2015-04-15,188.2425,191.9748,187.4637,190.9871,5066095,5066095,3.21,1.709,190.1518,"Apr 15, 15",0.263497345484015
2015-04-16,192.5067,192.6681,188.7078,190.1419,5976908,5976908,-0.845242,-0.443,190.2762,"Apr 16, 15",0.2579058267039346
2015-04-17,187.8911,188.2805,185.8112,187.4257,4578358,4578358,-2.7162,-1.429,187.2143,"Apr 17, 15",0.23993649008484533
2015-04-20,189.0592,189.5626,187.967,188.138,2616642,2616642,0.712285,0.38,188.7048,"Apr 20, 15",0.2446487934770025
2015-04-21,188.9642,189.4676,186.6944,186.9414,1868271,1868271,-1.1966,-0.636,187.872,"Apr 21, 15",0.2367325471776127
2015-04-22,187.9575,189.1443,186.6849,188.3469,1938132,1938132,1.4056,0.752,188.2618,"Apr 22, 15",0.2460307956932339
2015-04-23,188.195,190.4078,187.6631,189.2871,2053443,2053443,0.940214,0.499,189.4542,"Apr 23, 15",0.2522507980086996
2015-04-24,188.9927,189.0877,187.5207,188.0335,1445668,1445668,-1.2536,-0.662,188.099,"Apr 24, 15",0.24395746158807868
2015-04-27,188.7648,189.2871,186.495,186.6374,1767077,1767077,-1.3961,-0.742,187.6658,"Apr 27, 15",0.23472139986437998
2015-04-28,186.3335,187.6717,184.6241,187.5587,1909359,1909359,0.921223,0.494,186.8366,"Apr 28, 15",0.24081636703438458
2015-04-29,185.9442,189.686,185.6497,188.5749,2480559,2480559,1.0162,0.542,188.4296,"Apr 29, 15",0.24753915617815864
2015-04-30,188.4229,189.705,185.5738,186.5425,2732817,2732817,-2.0324,-1.078,187.3098,"Apr 30, 15",0.23409357789061072
2015-05-01,188.4704,188.5844,186.9319,187.5967,2029500,2029500,1.0542,0.565,187.6008,"May 1, 15",0.24106776044853878
2015-05-04,188.2899,189.6765,187.948,189.2776,1581596,1581596,1.681,0.896,188.8139,"May 4, 15",0.25218794965516106
2015-05-05,188.3374,190.3128,186.8274,187.3687,2287530,2287530,-1.9089,-1.009,188.5033,"May 5, 15",0.23955939996361406
2015-05-06,187.8056,188.6034,184.2537,186.381,2433695,2433695,-0.987699,-0.527,185.9051,"May 6, 15",0.23302515588045583
2015-05-07,186.3905,187.9955,185.0134,187.4637,1795322,1795322,1.0827,0.581,187.0019,"May 7, 15",0.24018788349899933
2015-05-08,189.0877,191.2151,189.0877,190.4173,3192457,3192457,2.9536,1.576,190.4388,"May 8, 15",0.2597277673949358
2015-05-11,190.2179,191.7943,190.2179,191.5855,1966678,1966678,1.1681,0.613,191.4086,"May 11, 15",0.26745613019532605
2015-05-12,190.3983,190.9301,188.1095,190.4458,2247452,2247452,-1.1397,-0.595,189.8469,"May 12, 15",0.2599163124555513
2015-05-13,190.3888,191.6044,189.8,191.3005,2143328,2143328,0.854743,0.449,190.906,"May 13, 15",0.26557067958917024
2015-05-14,192.1553,192.6776,191.3005,192.4307,1957048,1957048,1.1302,0.591,192.0745,"May 14, 15",0.27304764897540645
2015-05-15,192.3642,192.7631,191.6662,192.7631,1742949,1742949,0.332398,0.173,192.3272,"May 15, 15",0.2752466797876388
2015-05-18,192.4592,194.862,192.4497,194.3681,2164617,2164617,1.605,0.833,194.105,"May 18, 15",0.2858647437275689
2015-05-19,194.6815,195.8307,194.2636,195.0709,2370071,2370071,0.702787,0.362,195.033,"May 19, 15",0.29051419876618756
2015-05-20,194.8525,195.6027,193.8838,194.767,1831225,1831225,-0.303909,-0.156,194.724,"May 20, 15",0.2885037130145709
2015-05-21,194.3111,194.8904,193.9075,194.6435,2225002,2225002,-0.123463,-0.063,194.5024,"May 21, 15",0.28768668441857
2015-05-22,194.3681,197.7871,194.3396,197.3502,3040357,3040357,2.7067,1.391,196.7475,"May 22, 15",0.3055931726841209
2015-05-26,197.0843,197.0843,194.691,196.0016,3336312,3336312,-1.3486,-0.683,195.7491,"May 26, 15",0.2966713527281147
2015-05-27,196.486,199.1357,195.5173,198.5468,3011464,3011464,2.5452,1.299,198.0257,"May 27, 15",0.31350941898351053
2015-05-28,198.2324,198.7183,197.4703,198.6135,3084930,3084930,0.066656,0.034,198.2609,"May 28, 15",0.3139506805815126
2015-05-29,198.3753,198.4134,195.8888,196.4319,2255524,2255524,-2.1816,-1.098,196.7964,"May 29, 15",0.29951805236260204
2015-06-01,197.5084,198.9374,197.0987,197.9752,2088203,2088203,1.5433,0.786,197.9755,"Jun 1, 15",0.30972793278533983
2015-06-02,197.0606,198.0038,195.9212,196.6605,2230654,2230654,-1.3147,-0.664,196.9498,"Jun 2, 15",0.30103038221722384
2015-06-03,197.6989,200.2235,196.9844,198.4325,2417000,2417000,1.772,0.901,198.9836,"Jun 3, 15",0.3127532540561997
2015-06-04,197.7751,200.1187,197.2035,198.985,3462485,3462485,0.552549,0.278,199.0705,"Jun 4, 15",0.3164083819856773
2015-06-05,200.7284,201.9097,198.6802,200.4903,3225056,3225056,1.5052,0.756,200.2832,"Jun 5, 15",0.32636686899426093
2015-06-08,201.1571,201.6811,199.5377,199.8615,2180658,2180658,-0.628764,-0.314,200.2278,"Jun 8, 15",0.32220696955162664
2015-06-09,200.0616,200.4807,197.7942,199.1279,2278834,2278834,-0.733561,-0.367,199.3856,"Jun 9, 15",0.31735375353522
2015-06-10,199.7948,203.3007,199.4518,203.0434,2677304,2677304,3.9155,1.966,202.4759,"Jun 10, 15",0.34325719861733617
2015-06-11,203.0815,204.4486,202.7957,203.8151,2024123,2024123,0.771664,0.38,203.7796,"Jun 11, 15",0.3483624696095133
2015-06-12,203.3769,203.8818,201.9764,202.9767,2006235,2006235,-0.838352,-0.411,202.7965,"Jun 12, 15",0.3428159370193341
2015-06-15,200.9094,202.2908,200.4236,201.7383,1903767,1903767,-1.2385,-0.61,201.5315,"Jun 15, 15",0.334623157964375
2015-06-16,201.824,203.4626,201.1381,203.4531,1954185,1954185,1.7148,0.85,202.9017,"Jun 16, 15",0.3459676165588873
2015-06-17,203.4817,204.3486,202.5109,202.8529,1778397,1778397,-0.600185,-0.295,203.1782,"Jun 17, 15",0.3419969237384847
2015-06-18,203.3483,204.8345,201.9764,204.4439,2167188,2167188,1.591,0.784,204.2225,"Jun 18, 15",0.3525223690521477
2015-06-19,203.9866,204.8249,203.1006,203.1006,4163396,4163396,-1.3433,-0.657,203.7143,"Jun 19, 15",0.3436356118617997
2015-06-22,204.8821,206.5493,204.8249,206.2635,2006095,2006095,3.1629,1.557,206.0517,"Jun 22, 15",0.3645601442204323
2015-06-23,206.6541,208.4165,206.3873,208.064,2735585,2735585,1.8006,0.873,207.7882,"Jun 23, 15",0.3764715611200238
2015-06-24,205.9681,206.7303,203.5865,204.2819,3945152,3945152,-3.7821,-1.818,204.7476,"Jun 24, 15",0.35145063923391173
2015-06-25,204.9678,205.5871,202.4337,202.7481,2434684,2434684,-1.5338,-0.751,203.5969,"Jun 25, 15",0.34130360716471225
2015-06-26,203.5102,204.4534,202.4909,203.0815,2762606,2762606,0.333435,0.164,203.3684,"Jun 26, 15",0.3435092535931066
2015-06-29,200.1949,201.2238,197.8228,197.8228,3292821,3292821,-5.2588,-2.589,199.0014,"Jun 29, 15",0.3087197128822586
2015-06-30,199.9568,200.8142,198.2991,198.9088,4167331,4167331,1.086,0.549,199.1314,"Jun 30, 15",0.3159042720341367
2015-07-01,201.6144,202.4337,199.0565,200.0044,2820266,2820266,1.0956,0.551,200.1325,"Jul 1, 15",0.32315234110116936
2015-07-02,200.0044,200.6617,198.6335,199.2994,1816596,1816596,-0.704978,-0.352,199.4151,"Jul 2, 15",0.3184883317069943
2015-07-06,196.9273,198.6611,196.4986,198.1943,2816813,2816813,-1.1051,-0.554,197.6635,"Jul 6, 15",0.3111774142864231
2015-07-07,198.1372,199.0803,193.5834,198.3563,3304151,3304151,0.161955,0.082,196.2564,"Jul 7, 15",0.3122491441046591
2015-07-08,196.5367,196.9987,194.0601,194.4027,2185114,2185114,-3.9536,-1.993,195.3095,"Jul 8, 15",0.28609364404677246
2015-07-09,197.3274,197.7275,194.7647,195.1172,2256224,2256224,0.714506,0.368,195.8563,"Jul 9, 15",0.2908205017944859
2015-07-10,197.8895,198.1372,196.4223,197.3845,1840567,1840567,2.2674,1.162,197.2875,"Jul 10, 15",0.3058200883184758
2015-07-13,199.5281,200.3569,198.7755,200.1759,2041670,2041670,2.7913,1.414,199.7491,"Jul 13, 15",0.3242869192729439
2015-07-14,200.0711,202.6909,199.7758,202.1193,2090696,2090696,1.9435,0.971,201.9075,"Jul 14, 15",0.337143707722078
2015-07-15,203.434,203.5007,201.4191,202.8815,2536657,2536657,0.76214,0.377,202.4509,"Jul 15, 15",0.3421861303607164
2015-07-16,201.3858,204.0056,199.4137,201.1857,4405218,4405218,-1.6958,-0.836,200.6839,"Jul 16, 15",0.3309673684732812
2015-07-17,200.7856,202.729,199.8567,202.4051,2848961,2848961,1.2194,0.606,201.3173,"Jul 17, 15",0.3390344508211634
2015-07-20,202.6147,203.8723,201.2143,202.3385,2175433,2175433,-0.066686,-0.033,202.5179,"Jul 20, 15",0.33859385078477755
2015-07-21,201.9479,202.7252,200.7761,201.4906,1985341,1985341,-0.84788,-0.419,201.4077,"Jul 21, 15",0.33298446984105984
2015-07-22,201.7764,203.6055,201.7287,203.1578,2301294,2301294,1.6672,0.827,202.7568,"Jul 22, 15",0.3440140251062634
2015-07-23,203.5483,204.4534,200.7284,201.0619,2192661,2192661,-2.0959,-1.032,202.2552,"Jul 23, 15",0.3301483551924318
2015-07-24,201.4429,201.4429,197.1083,197.537,2453880,2453880,-3.5249,-1.753,198.5464,"Jul 24, 15",0.30682896978317326
2015-07-27,195.7269,196.0984,193.8692,195.3172,2910477,2910477,-2.2197,-1.124,195.1397,"Jul 27, 15",0.292143625026876
2015-07-28,197.3369,197.375,194.9171,196.4795,2018072,2018072,1.1623,0.595,195.8866,"Jul 28, 15",0.29983295569191076
2015-07-29,196.7939,198.2801,195.9365,197.0511,1987293,1987293,0.571604,0.291,197.2377,"Jul 29, 15",0.30361444189008147
2015-07-30,196.2794,197.537,195.3954,197.3941,1342938,1342938,0.342962,0.174,196.935,"Jul 30, 15",0.30588359823363054
2015-07-31,197.5846,197.6513,195.2029,195.3649,1644029,1644029,-2.0292,-1.028,195.9708,"Jul 31, 15",0.292459189917801
2015-08-03,196.0127,196.2032,193.2404,195.0029,2075500,2075500,-0.362017,-0.185,194.5549,"Aug 3, 15",0.29006433686717503
2015-08-04,195.3077,197.3464,195.1077,195.4601,1451455,1451455,0.457284,0.235,195.9416,"Aug 4, 15",0.29308899657641874
2015-08-05,197.1464,197.9466,195.2315,195.9651,1535537,1535537,0.504916,0.258,196.6759,"Aug 5, 15",0.2964298827382036
2015-08-06,196.2509,196.9177,194.6313,195.3839,1485778,1485778,-0.581131,-0.297,195.6707,"Aug 6, 15",0.2925848866248781
2015-08-07,195.584,196.8605,192.745,193.812,1691113,1691113,-1.5719,-0.805,193.983,"Aug 7, 15",0.28218579957990847
2015-08-10,194.9076,196.7939,194.6694,196.2223,1640337,1640337,2.4103,1.244,196.072,"Aug 10, 15",0.2981314192150571
2015-08-11,193.8692,194.2693,191.1636,192.1544,2553963,2553963,-4.0679,-2.073,192.2863,"Aug 11, 15",0.27121975422985967
2015-08-12,190.4395,192.0115,187.2767,191.6113,2789694,2789694,-0.543028,-0.283,189.5016,"Aug 12, 15",0.2676268130923044
2015-08-13,191.2207,192.3925,190.1347,191.2398,3353617,3353617,-0.371541,-0.194,191.3129,"Aug 13, 15",0.2651691116881399
2015-08-14,191.3255,192.9641,191.2398,192.4592,3567146,3567146,1.2194,0.638,192.3887,"Aug 14, 15",0.2732361940360221
2015-08-17,191.497,193.2595,190.3252,192.9832,1600670,1600670,0.523971,0.272,192.3767,"Aug 17, 15",0.27670277690488404
2015-08-18,192.5545,193.4881,191.659,191.659,1665404,1665404,-1.3242,-0.686,192.1847,"Aug 18, 15",0.2679423779832294
2015-08-19,190.5539,193.1547,189.7155,191.4399,2721310,2721310,-0.219114,-0.114,191.1039,"Aug 19, 15",0.2664928964821461
2015-08-20,189.0391,189.7917,187.4386,187.4386,3140005,3140005,-4.0012,-2.09,188.5154,"Aug 20, 15",0.2400218315333345
2015-08-21,184.4949,185.3904,178.7026,178.855,5406193,5406193,-8.5836,-4.579,181.6148,"Aug 21, 15",0.18323602864561792
2015-08-24,170.0142,178.0453,163.9552,170.9669,7183557,7183557,-7.8881,-4.41,172.0891,"Aug 24, 15",0.13105138679853803
2015-08-25,177.0926,178.4644,169.2997,169.7856,7204780,7204780,-1.1813,-0.691,174.8202,"Aug 25, 15",0.12323635942642601
2015-08-26,174.3775,176.3038,170.6335,175.6731,5561817,5561817,5.8875,3.468,173.4452,"Aug 26, 15",0.16218579957990842
2015-08-27,177.9691,180.8747,176.6531,180.2555,3798482,3798482,4.5824,2.608,178.9926,"Aug 27, 15",0.19250119908042945
2015-08-28,179.3281,180.5326,178.0567,179.4811,2413053,2413053,-0.774387,-0.43,179.2243,"Aug 28, 15",0.18737806592461506
2015-08-31,179.4237,181.871,178.9362,180.2936,2857984,2857984,0.812562,0.453,180.5532,"Aug 31, 15",0.19275325405619964
2015-09-01,176.1257,178.2575,173.1048,174.099,5494486,5494486,-6.1946,-3.436,174.8452,"Sep 1, 15",0.15177215817938236
2015-09-02,176.7279,177.6361,174.4719,176.3838,3043803,3043803,2.2847,1.312,175.9266,"Sep 2, 15",0.1668875179862065
2015-09-03,176.8522,179.6149,176.1639,176.9096,2902175,2902175,0.525777,0.298,177.5708,"Sep 3, 15",0.17036600896416
2015-09-04,174.2329,174.7778,171.2417,172.4357,4295588,4295588,-4.4739,-2.529,172.3978,"Sep 4, 15",0.1407684038172105
2015-09-08,175.8102,178.1045,175.5617,177.6934,3060052,3060052,5.2578,3.049,176.9046,"Sep 8, 15",0.1755513289118965
2015-09-09,181.2018,183.3049,177.1007,177.5022,4756838,4756838,-0.191191,-0.108,179.5301,"Sep 9, 15",0.17428642310173156
2015-09-10,177.2824,179.548,176.6323,177.7221,3042592,3042592,0.219869,0.124,178.031,"Sep 10, 15",0.1757411970957446
2015-09-11,177.2633,177.6361,175.2462,177.1103,2536786,2536786,-0.611813,-0.344,176.508,"Sep 11, 15",0.1716937631278633
